official_fantasy_player_id,internal_player_id,name,country,source_type,source_url,source_checked,evidence_window,recent_nt_starts,recent_nt_minutes,qualifier_starts,qualifier_minutes,last_nt_start_date,role_evidence,usage_confidence,notes,senior_caps,source_gap_type,target_priority
270,colombia-james-rodriguez,James Rodríguez,Colombia,manual_source_backed,https://copaamerica.com/en/news/james-rodriguez-colombia-best-player-copa-america-2024-award,2026-06-02,CONMEBOL Copa América 2024 tournament role evidence,,,,,2024-07-14,likely_starter,medium,"Official Copa América report says James Rodríguez was on the field in Colombia's six matches, captained the side, recorded 1 goal and 6 assists, and won tournament Best Player. Starts and minutes are not imported because the checked source does not expose them.",,club_context_available_usage_missing,P1
815,thin-30-xavi-simons,Xavi Simons,Netherlands,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,thin_profile,P1
1493,new-zealand-chris-wood,Chris Wood,New Zealand,fifa_match_report,https://inside.fifa.com/organisation/news/new-zealand-caledonia-world-cup-2026-chris-wood-interview|https://www.oceaniafootball.com/fifa-world-cup-26-oceania-qualifiers-round-three/,2026-06-02,"FIFA/OFC World Cup 2026 Oceania qualifying final stage, March 2025",,,,,2025-03-24,likely_starter,medium,FIFA describes Chris Wood as New Zealand captain and says he was forced off during the 2025-03-24 OFC qualifying final; OFC lists his hat-trick in the 2025-03-21 semi-final. This is imported as role evidence only because full lineups/minutes were not exposed.,,club_context_available_usage_missing,P1
1683,norway-fredrik-aursnes,Fredrik Aursnes,Norway,official_federation,https://www.fotball.no/landslag/norge-a-herrer/2026/her-er-norges-vm-tropp/|https://www.fotball.no/landslag/norge-a-herrer/2026/norges-tropp-mot-nederland-og-sveits/,2026-06-02,Norway federation 2026 squad context,,,,,,rotation_or_recent_squad_player,low,Norway federation squad page lists Fredrik Aursnes in the 2026 World Cup squad with 21 caps; the March squad article says Solbakken considered Aursnes certain for the World Cup squad if nothing changed. Starts and minutes are not imported.,,club_context_available_usage_missing,P1
1999,spain-pablo-paez-gavi,Pablo Páez Gavira,Spain,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,true_source_gap,P1
1990,ghana-abdul-fatawu,Abdul Fatawu,Ghana,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,true_source_gap,P1
763,mexico-alvaro-fidalgo,Álvaro Fidalgo,Mexico,existing_repo_data,https://worldcupstats.football/teams/mexico/squad/|https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31,Existing repo national-team profile senior caps/role signal,,,,,,limited_senior_international_sample,low,Existing national profile carries senior_caps=2 and country_role_signal=limited_senior_international_sample; no starts or minutes are added.,2,club_context_available_usage_missing,P1
1396,colombia-juan-camilo-hernandez,Cucho Hernández,Colombia,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P1
1473,mexico-cesar-huerta,César Huerta,Mexico,existing_repo_data,https://worldcupstats.football/teams/mexico/squad/|https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31,Existing repo national-team profile senior caps/role signal,,,,,,regular_national_team_player,low,Existing national profile carries senior_caps=25 and country_role_signal=regular_national_team_player; no starts or minutes are added.,25,position_or_role_conflict,P1
1477,mexico-luis-chavez,Luis Chávez,Mexico,existing_repo_data,https://worldcupstats.football/teams/mexico/squad/|https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31,Existing repo national-team profile senior caps/role signal,,,,,,regular_national_team_player,low,Existing national profile carries senior_caps=42 and country_role_signal=regular_national_team_player; no starts or minutes are added.,42,true_source_gap,P1
1671,thin-29-sofiane-boufal,Sofiane Boufal,Morocco,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,thin_profile,P1
9,algeria-mohamed-amine-amoura,Mohammed Amoura,Algeria,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P1
1335,thin-2-matias-soule,Matías Soulé,Argentina,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,thin_profile,P1
53,argentina-valentin-barco,Valentín Barco,Argentina,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P1
227,canada-cyle-larin,Cyle Larin,Canada,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P1
762,mexico-orbelin-pineda,Orbelín Pineda,Mexico,existing_repo_data,https://worldcupstats.football/teams/mexico/squad/|https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31,Existing repo national-team profile senior caps/role signal,,,,,,established_national_team_player,low,Existing national profile carries senior_caps=90 and country_role_signal=established_national_team_player; no starts or minutes are added.,90,club_context_available_usage_missing,P1
2022,morocco-bilal-el-khannouss,Bilal El Khannouss,Morocco,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P1
814,netherlands-teun-koopmeiners,Teun Koopmeiners,Netherlands,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P1
1257,thin-47-johnny-cardoso,Johnny Cardoso,USA,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,thin_profile,P1
1292,uzbekistan-abbosbek-fayzullaev,Abbosbek Fayzullaev,Uzbekistan,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,position_or_role_conflict,P1
271,colombia-jorge-carrascal,Jorge Carrascal,Colombia,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P1
485,england-kobbie-mainoo,Kobbie Mainoo,England,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P1
813,thin-30-jerdy-schouten,Jerdy Schouten,Netherlands,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,thin_profile,P1
1254,usa-malik-tillman,Malik Tillman,USA,existing_repo_data,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/usa-squad-announcement-mauricio-pochettino|https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/all-world-cup-squad-announcements|https://worldcupstats.football/teams/usa/squad/|https://www.cbssports.com/soccer/news/full-usmnt-world-cup-roster-2026/|https://www.nbcsports.com/soccer/news/2026-world-cup-squads-confirmed-rosters-for-all-48-teams,2026-05-31,Existing repo national-team profile senior caps/role signal,,,,,,regular_national_team_player,low,Existing national profile carries senior_caps=28 and country_role_signal=regular_national_team_player; no starts or minutes are added.,28,club_context_available_usage_missing,P1
1255,usa-weston-mckennie,Weston McKennie,USA,existing_repo_data,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/usa-squad-announcement-mauricio-pochettino|https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/all-world-cup-squad-announcements|https://worldcupstats.football/teams/usa/squad/|https://www.cbssports.com/soccer/news/full-usmnt-world-cup-roster-2026/|https://www.nbcsports.com/soccer/news/2026-world-cup-squads-confirmed-rosters-for-all-48-teams,2026-05-31,Existing repo national-team profile senior caps/role signal,,,,,,established_national_team_player,low,Existing national profile carries senior_caps=64 and country_role_signal=established_national_team_player; no starts or minutes are added.,64,club_context_available_usage_missing,P1
1307,uzbekistan-igor-sergeev,Igor Sergeev,Uzbekistan,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P1
1291,uzbekistan-jaloliddin-masharipov,Jaloliddin Masharipov,Uzbekistan,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P1
1340,thin-2-santiago-castro,Santiago Castro,Argentina,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,thin_profile,P1
2050,thin-3-cristian-volpato,Cristian Volpato,Australia,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,thin_profile,P1
97,austria-sasa-kalajdzic,Sasa Kalajdzic,Austria,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P1
245,canada-ismael-kone,Ismaël Koné,Canada,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P1
1474,mexico-edson-alvarez,Edson Álvarez,Mexico,existing_repo_data,https://worldcupstats.football/teams/mexico/squad/|https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31,Existing repo national-team profile senior caps/role signal,,,,,,established_national_team_player,low,Existing national profile carries senior_caps=95 and country_role_signal=established_national_team_player; no starts or minutes are added.,95,club_context_available_usage_missing,P1
1267,usa-folarin-balogun,Folarin Balogun,USA,existing_repo_data,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/usa-squad-announcement-mauricio-pochettino|https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/all-world-cup-squad-announcements|https://worldcupstats.football/teams/usa/squad/|https://www.cbssports.com/soccer/news/full-usmnt-world-cup-roster-2026/|https://www.nbcsports.com/soccer/news/2026-world-cup-squads-confirmed-rosters-for-all-48-teams,2026-05-31,Existing repo national-team profile senior caps/role signal,,,,,,regular_national_team_player,low,Existing national profile carries senior_caps=25 and country_role_signal=regular_national_team_player; no starts or minutes are added.,25,club_context_available_usage_missing,P1
2033,usa-tyler-adams,Tyler Adams,USA,official_federation,https://www.ussoccer.com/stories/2025/03/us-mens-national-team-vs-panama-score-stats-goals-highlights-match-recap-concacaf-nations-league|https://www.ussoccer.com/stories/2025/03/us-mens-national-team-vs-canada-usa-lineup-today-starting-11-lineup-notes,2026-06-02,2025 Concacaf Nations League: USA v Panama 2025-03-20 and USA v Canada 2025-03-23,2,,,,2025-03-23,established_national_team_player,medium,U.S. Soccer match report and lineup notes list Tyler Adams in the starting XI for both March 2025 CNL matches. Minutes are not inferred.,,club_context_available_usage_missing,P1
1258,usa-antonee-robinson,Antonee Robinson,USA,existing_repo_data,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/usa-squad-announcement-mauricio-pochettino|https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/all-world-cup-squad-announcements|https://worldcupstats.football/teams/usa/squad/|https://www.cbssports.com/soccer/news/full-usmnt-world-cup-roster-2026/|https://www.nbcsports.com/soccer/news/2026-world-cup-squads-confirmed-rosters-for-all-48-teams,2026-05-31,Existing repo national-team profile senior caps/role signal,,,,,,established_national_team_player,low,Existing national profile carries senior_caps=52 and country_role_signal=established_national_team_player; no starts or minutes are added.,52,club_context_available_usage_missing,P1
1961,canada-alphonso-davies,Alphonso Davies,Canada,official_federation,https://canadasoccer.com/national-team-match-past/?matchId=6040,2026-06-02,"Canada v USA, Concacaf Nations League third-place match, 2025-03-23",1,12,,,2025-03-23,rotation_starter,low,Canada Soccer timeline shows Alphonso Davies was replaced by Niko Sigur in the 12th minute. This supports one start and 12 minutes only; no broader role is inferred.,,club_context_available_usage_missing,P1
51,argentina-nicolas-paz,Nico Paz,Argentina,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,position_or_role_conflict,P2
178,brazil-igor-thiago,Igor Thiago Nascimento Rodrigues,Brazil,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
309,cote-d-ivoire-elye-wahi,Elye Wahi,Côte d'Ivoire,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
760,mexico-carlos-rodriguez,Carlos Rodríguez,Mexico,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P2
1472,mexico-diego-lainez,Diego Lainez,Mexico,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P2
1470,mexico-marcel-ruiz,Marcel Ruiz,Mexico,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P2
1150,switzerland-noah-okafor,Noah Okafor,Switzerland,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1266,usa-ricardo-pepi,Ricardo Pepi,USA,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
927,portugal-goncalo-guedes,Gonçalo Manuel Ganchinho Guedes,Portugal,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1265,usa-timothy-weah,Timothy Weah,USA,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
244,canada-marcelo-flores,Marcelo Flores,Canada,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
807,netherlands-brian-brobbey,Brian Brobbey,Netherlands,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1687,paraguay-carlos-gonzalez,Carlos González,Paraguay,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P2
1253,usa-brenden-aaronson,Brenden Aaronson,USA,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
110,austria-paul-wanner,Paul Wanner,Austria,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
1525,belgium-matias-fernandez-pardo,Matias Fernandez-Pardo,Belgium,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
179,brazil-rayan,Rayan Vitor Simplício Rocha,Brazil,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
243,canada-jonathan-osorio,Jonathan Osorio,Canada,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
267,colombia-juan-fernando-quintero,Juan Fernando Quintero,Colombia,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
701,jordan-mousa-al-tamari,Mousa Mohammad Mousa Sulaiman Al Tamari,Jordan,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
733,korea-republic-jens-castrop-borussia-monchengladbach,Jens Castrop,Korea Republic,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,position_or_role_conflict,P2
759,mexico-erik-lira,Érik Lira,Mexico,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
749,mexico-german-berterame,Germán Berterame,Mexico,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P2
750,mexico-julian-quinones,Julián Quiñones,Mexico,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
891,paraguay-lucas-romero,Lucas Romero,Paraguay,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P2
915,portugal-samu-costa,Samuel de Almeida Costa,Portugal,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
228,canada-tajon-buchanan,Tajon Buchanan,Canada,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,position_or_role_conflict,P2
392,czechia-pavel-bucha,Pavel Bucha,Czechia,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P2
1484,mexico-efrain-alvarez,Efraín Álvarez,Mexico,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,manual_review_needed,P2
1478,mexico-luis-romo,Luis Romo,Mexico,missing_source_gap,data/highRiskMinutesUsageRepairList_v1.csv,2026-06-02,"Targeted audit found no source-backed starts, minutes, or role evidence in loaded repo sources.",,,,,,,missing,No source-backed national-team usage evidence added for this targeted row.,,club_context_available_usage_missing,P2
